Period,CPI,IT_Exports,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,1600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,3350.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,1450.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,12.0,4200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,2200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1850.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,675.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,5500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.1,712.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3650.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,15.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,5750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,15.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1650.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,2900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.25,1400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1950.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2350.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.1,600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1170.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,4100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,12.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1675.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,4100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,540.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.1,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,6500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1115.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1855.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,850.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,15.0,3300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,4200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,1125.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,5700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,15.0,6000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,243.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,5500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,7000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,4200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2250.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2350.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1950.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,880.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.25,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,850.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1850.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,13.0,2600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,5500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.1,200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,3650.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,660.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2384.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1870.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,4800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,3766.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,740.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3325.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,450.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1951.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1640.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,975.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2375.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1600.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,1700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,6000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1270.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,2455.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,1150.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,12.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,2300.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,4350.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,4500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,6350.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,4200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,950.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,9500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,6050.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,8.0,6500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2119.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,3100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1193.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,7.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2900.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.5,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,13.0,4750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,4000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2400.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,3500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,4.0,2750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,2.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,850.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1250.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,0.5,1100.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,5000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,9.0,2500.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,2950.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2800.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Senior,,6.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,2700.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,3200.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Junior,,1.0,1750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Lead,,10.0,3000.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,5.0,1750.0,5711.16
2024.06,200.2,3210.0,"Analyst (Business, Data, System etc)",Middle,,3.0,2300.0,5711.16
